ID,name,sku,description,short_description,category_od,brand,cost,price,compare_at_price,currency,quantity,low_stock_threshold,track_quantity,stock_status,weight,length,width,height,material,model,colors,sizes,status,visibility,featured,available_online,supplier_id,supplier_sku,lead_time,minimum_order_quantity,seo_title,seo_description,tags,bar_code,warranty_period,country_of_origin,HSCode,CreatedBy,CreatedAt,UpdatedAt
289,Finish Sneakers,149E9223,Others impact result plant. Bring democratic production note again. Draw watch tend term difference raise.,Full third environmental business.,10,Puma,342.81,503.53,525.389900603789,USD,15,6,True,in_stock,0.644,22.69,79.57,21.46,Rubber,vu-12827,"White, Red","M, L, XXL",archived,visible,False,True,15,CCADFAC7-C,18,1,Finish Sneakers at Best Price,Full third environmental business.,"['fashion', 'summer']",3926CBAF-D93,23,India,598286,7,2025-02-07 11:12:04,2025-03-23 03:09:26
290,Picture Laptop,25D47E36,Economic daughter move system notice local difference. Tree phone prove majority. Culture season degree carry plant house.,Rest do policy performance side against.,1,Dell,451.51,465.87,506.272488928378,USD,81,14,True,in_stock,3.893,77.81,31.42,4.52,Plastic,VC-01797,"Green, Black",XL,archived,visible,False,True,13,767923AF-4,7,1,Picture Laptop at Best Price,Rest do policy performance side against.,"['fitness', 'gear']",0163F048-6E2,19,India,344289,5,2025-06-17 08:47:18,2024-11-12 21:40:12
291,Clear Headphones,BD03710B,Right issue learn. Boy player on.,Collection someone walk conference not reduce artist.,9,Adidas,405.57,560.62,601.230760395933,USD,29,14,True,discontinued,3.924,97.07,12.9,24.54,Metal,EM-90049,"Red, Yellow","XXL, S, L",archived,visible,False,True,5,979AADFF-E,28,1,Clear Headphones at Best Price,Collection someone walk conference not reduce artist.,"['sale', 'trending']",7F2BFAA7-6F9,18,Vietnam,362799,5,2024-05-20 01:00:03,2025-02-16 20:34:45
292,Political Sneakers,D2CD0891,Role grow nation future. Anything realize better some commercial subject. Short stage character possible data enough owner have.,Apply mean gun scientist cultural drug.,12,Apple,340.91,358.48,401.992862584781,USD,81,7,True,discontinued,1.486,13.71,98.6,24.62,Rubber,yY-21558,Black,XXL,archived,hidden,True,True,7,39315F03-C,28,1,Political Sneakers at Best Price,Apply mean gun scientist cultural drug.,"['fitness', 'gear']",88A6D87B-1BC,16,USA,965149,1,2023-10-18 13:23:01,2024-12-10 17:07:09
293,Themselves Laptop,6026EF30,Focus market hope rather compare program space strong. Instead notice region bed property above indeed into. Improve great production establish mouth.,Decade can factor senior organization but.,13,Adidas,212.34,393.88,,USD,86,14,True,discontinued,1.234,71.94,39.43,4.41,Cotton,ZO-19102,"Black, White",XL,archived,hidden,False,True,7,CAACF89E-1,18,1,Themselves Laptop at Best Price,Decade can factor senior organization but.,"['fitness', 'gear']",6CCCB797-009,19,Vietnam,786325,6,2024-10-16 13:54:46,2024-08-15 20:05:55
294,Marriage Monitor,2649FEBA,Character there apply shoulder. Page learn end million newspaper.,Available right fine seek probably.,3,Samsung,482.3,606.77,630.357566630291,USD,45,6,True,out_of_stock,2.69,20.92,61.31,26.37,Wood,ry-67623,Black,M,draft,hidden,True,True,12,9F8FCC89-4,11,1,Marriage Monitor at Best Price,Available right fine seek probably.,"['sale', 'trending']",C7BE7BBC-733,17,USA,828389,2,2023-08-03 20:09:47,2024-06-25 05:34:59
295,Manager Laptop,0AB1EC20,Goal break serve use Mrs put.,What door write decision main.,7,Lenovo,237.59,295.86,344.003503392364,USD,86,13,True,low_stock,1.036,30.15,35.57,3.8,Rubber,rU-30674,Green,"XL, L, S",draft,hidden,False,True,20,EC244C98-7,3,1,Manager Laptop at Best Price,What door write decision main.,"['electronics', 'new']",DA1A441D-B1E,9,China,159926,7,2025-05-12 20:13:31,2024-08-28 00:30:54
296,Visit T-shirt,5F7964CB,Heart single long fall. Your theory stop begin another grow home.,Evidence plant factor board economic.,4,Samsung,257.9,380.74,410.407045465958,USD,90,11,True,low_stock,1.326,88.79,57.04,17.26,Wood,UZ-89702,Black,"XXL, S, M",active,visible,True,True,6,030309DF-3,16,1,Visit T-shirt at Best Price,Evidence plant factor board economic.,"['fitness', 'gear']",86826970-ED9,20,Germany,755852,10,2024-07-05 13:48:14,2025-03-16 12:39:14
297,Make Bag,CEA4F772,Wide policy beat likely. List physical pass assume threat.,Leave simple floor impact.,3,Puma,26.74,137.52,,USD,10,12,True,discontinued,4.005,45.37,59.58,17.74,Glass,IZ-04460,White,"XL, M",archived,visible,True,True,15,552C619A-2,21,1,Make Bag at Best Price,Leave simple floor impact.,"['electronics', 'new']",06515E32-149,14,Vietnam,671282,4,2023-09-18 06:16:33,2025-03-22 09:16:32
298,Social Monitor,C38B31B7,Quality attorney chance process executive. Fly different happen top do why.,High actually specific other line share everything.,20,Dell,321.76,398.88,,USD,84,8,True,low_stock,0.891,77.41,51.73,25.36,Plastic,bg-99549,"Black, Blue, Yellow","XL, L",active,visible,False,True,6,6044B5D3-7,8,1,Social Monitor at Best Price,High actually specific other line share everything.,"['sale', 'trending']",421B49C9-3E7,10,India,651643,7,2025-04-23 07:51:54,2025-02-26 05:42:39
299,Most Sneakers,69840158,Benefit toward provide play tonight suggest discover must.,With participant morning least detail under while.,15,Sony,185.64,351.56,,USD,33,15,True,out_of_stock,3.287,74.91,15.84,25.46,Glass,sy-69859,"Blue, Red","XL, L",draft,visible,True,True,14,1F5E9702-F,8,1,Most Sneakers at Best Price,With participant morning least detail under while.,"['electronics', 'new']",170D626F-5B3,20,USA,849626,5,2025-01-01 05:36:42,2025-03-01 13:40:30
300,Real Headphones,F0D6FAE7,Out might guy agreement right. Girl same use day partner. Space value hundred today something see program.,Heavy hold seat continue firm.,14,Nike,309.49,375.63,407.314216551561,USD,86,11,True,low_stock,2.071,47.02,64.62,16.55,Metal,Ok-75832,"Black, Green","L, M",draft,hidden,True,True,7,151D8D65-E,26,1,Real Headphones at Best Price,Heavy hold seat continue firm.,"['sale', 'trending']",77AA4B8F-C48,12,Japan,866348,6,2025-06-13 05:05:58,2025-03-24 00:38:44
